Row_ID,Order_ID,Order_Date,Ship_Date,Customer_Name,Segment,City,Category,Product_Name,Sales,Quantity,Discount,Profit
202,ORD00202,23-04-2026,24-04-2026,Robert Jones,Consumer,Hyderabad,Beauty,Big Furniture,7690.69,4,0.27,201.49
203,ORD00203,29-08-2025,02-09-2025,Pamela Rangel,Consumer,Pune,Electronics,Part Beauty,767.11,4,0.44,-149.92
204,ORD00204,29-04-2026,05-05-2026,Christy Evans,Home Office,Hyderabad,Furniture,Ball Beauty,8530.04,8,0.34,1507.47
205,ORD00205,28-07-2024,30-07-2024,Jose Holmes,Home Office,Hyderabad,Furniture,Budget Beauty,553.41,3,0.43,190.21
206,ORD00206,07-06-2024,11-06-2024,Laura Sandoval,Corporate,Delhi,Grocery,Share Beauty,387.86,3,0.5,46.33
207,ORD00207,30-12-2025,05-01-2026,Jacob Baker,Home Office,Hyderabad,Grocery,Reflect Beauty,6536.74,8,0.39,511.56
208,ORD00208,26-11-2025,30-11-2025,Joshua Mays,Home Office,Chennai,Beauty,Somebody Beauty,5394.64,5,0.49,980.51
209,ORD00209,21-08-2025,27-08-2025,Katherine Archer,Home Office,Pune,Furniture,Whose Electronics,7260.52,1,0.46,-99.17
210,ORD00210,28-01-2026,01-02-2026,Kenneth Eaton,Home Office,Chennai,Grocery,Head Electronics,2547.18,9,0.46,104.87
211,ORD00211,30-05-2024,01-06-2024,Diana Mcintyre,Home Office,Pune,Fashion,Day Fashion,9464.7,8,0.05,2650.49
212,ORD00212,25-11-2025,30-11-2025,Susan Roberson,Home Office,Chennai,Fashion,Them Electronics,7549.99,9,0.11,844.04
213,ORD00213,03-10-2024,08-10-2024,Charles Martin,Corporate,Mumbai,Electronics,Kid Beauty,4845.46,2,0.18,-757.6
214,ORD00214,07-07-2025,09-07-2025,Maria Ray,Corporate,Delhi,Fashion,Statement Grocery,5681.02,1,0.21,52.69
215,ORD00215,01-12-2025,06-12-2025,Julie Clark,Home Office,Mumbai,Fashion,Exist Fashion,1021.09,4,0.31,-65.38
216,ORD00216,06-08-2024,13-08-2024,Eugene Haley,Consumer,Chennai,Beauty,Teacher Grocery,7722.37,9,0.02,-462.66
217,ORD00217,06-11-2024,10-11-2024,Gwendolyn Watson,Consumer,Chennai,Grocery,Exactly Furniture,8071.08,4,0.22,-1095.79
218,ORD00218,12-09-2024,13-09-2024,Jillian Mckay,Consumer,Pune,Beauty,Shoulder Beauty,435.02,9,0.2,87.53
219,ORD00219,04-09-2024,06-09-2024,Henry Smith,Corporate,Hyderabad,Grocery,Institution Grocery,8232.15,5,0.36,2808.55
220,ORD00220,26-07-2024,31-07-2024,Sara Black,Consumer,Delhi,Furniture,Body Fashion,3873.8,4,0.21,-664.79
221,ORD00221,27-11-2025,04-12-2025,Anthony Zuniga,Corporate,Chennai,Beauty,Inside Beauty,917.43,3,0.08,194.76
222,ORD00222,04-01-2025,10-01-2025,Joseph Rivera,Home Office,Pune,Furniture,Remember Furniture,6288.41,6,0.27,643.41
223,ORD00223,24-12-2024,29-12-2024,Kenneth Nguyen,Home Office,Mumbai,Fashion,Late Electronics,3633.05,6,0.29,79.98
224,ORD00224,10-10-2024,16-10-2024,Sandra Newton,Home Office,Bangalore,Grocery,The Grocery,1634.83,8,0.37,278.43
225,ORD00225,22-05-2025,25-05-2025,Sarah Peterson,Consumer,Mumbai,Furniture,Economic Furniture,6517.72,6,0.49,695.71
226,ORD00226,18-05-2025,19-05-2025,Andrew Hall,Consumer,Mumbai,Beauty,Through Fashion,8158.39,8,0.08,1494.38
227,ORD00227,08-05-2024,15-05-2024,Shane Gordon,Corporate,Bangalore,Electronics,Skin Beauty,2960.3,7,0.29,-442.03
228,ORD00228,20-09-2024,24-09-2024,Melanie Collins,Consumer,Bangalore,Grocery,Vote Fashion,179.99,2,0.23,18.67
229,ORD00229,29-11-2024,01-12-2024,Terri Graves,Consumer,Pune,Grocery,Painting Grocery,5151.66,10,0.38,61.15
230,ORD00230,21-03-2026,26-03-2026,Jimmy Rios,Home Office,Delhi,Beauty,Key Beauty,9646.26,5,0.08,-691.84
231,ORD00231,03-04-2025,10-04-2025,Mr. Larry Hunt,Home Office,Bangalore,Beauty,Friend Beauty,1915.04,2,0.07,578.77
232,ORD00232,09-08-2024,15-08-2024,James Adams,Home Office,Delhi,Fashion,Develop Beauty,283.51,8,0.28,24.32
233,ORD00233,31-05-2024,02-06-2024,Kimberly Cortez,Home Office,Pune,Electronics,Police Grocery,8046.54,1,0.33,2018.51
234,ORD00234,29-04-2026,05-05-2026,Traci Grant,Corporate,Chennai,Grocery,Friend Grocery,2902.91,6,0.47,80.08
235,ORD00235,08-09-2024,10-09-2024,Sara Sandoval,Consumer,Bangalore,Beauty,Concern Beauty,2502.34,8,0.03,504.12
236,ORD00236,15-07-2025,17-07-2025,Haley Greer,Consumer,Mumbai,Electronics,Sort Furniture,2198.16,1,0.4,-96.78
237,ORD00237,26-06-2024,02-07-2024,Christopher Roberts,Consumer,Chennai,Electronics,Material Beauty,2327.23,6,0.06,7.56
238,ORD00238,12-05-2024,16-05-2024,Veronica Stewart,Corporate,Chennai,Beauty,Again Electronics,7657.91,9,0.35,1058.62
239,ORD00239,20-11-2024,22-11-2024,Brandy Swanson,Home Office,Delhi,Furniture,Choose Furniture,6211.74,3,0.28,822.02
240,ORD00240,29-09-2025,30-09-2025,Emily Miller,Corporate,Delhi,Grocery,Realize Grocery,4225.13,4,0.32,1417.4
241,ORD00241,02-05-2026,07-05-2026,Ronald Murphy,Consumer,Delhi,Electronics,Into Grocery,4891.91,8,0.34,194.09
242,ORD00242,06-09-2025,12-09-2025,Mary Dunn,Home Office,Bangalore,Grocery,Green Grocery,5239.75,6,0.34,422.71
243,ORD00243,04-09-2025,07-09-2025,Wanda Delacruz,Home Office,Hyderabad,Beauty,Fear Grocery,5052.79,8,0.05,-970.2
244,ORD00244,27-08-2024,02-09-2024,Clarence Freeman,Corporate,Bangalore,Electronics,International Electronics,1164.41,8,0.17,-74.16
245,ORD00245,08-08-2025,11-08-2025,Richard Richards,Home Office,Bangalore,Furniture,Usually Grocery,6364.19,4,0.22,1635.1
246,ORD00246,01-03-2026,08-03-2026,Derrick Archer,Consumer,Chennai,Beauty,Morning Fashion,8633.69,7,0.09,-801.67
247,ORD00247,01-04-2025,07-04-2025,Joseph Robles DDS,Consumer,Mumbai,Electronics,Matter Grocery,8041.71,1,0.2,1123.39
248,ORD00248,05-09-2024,08-09-2024,Crystal Branch,Corporate,Pune,Beauty,But Fashion,9843.43,2,0.45,-142.94
249,ORD00249,11-12-2025,12-12-2025,Stephanie Vaughn,Corporate,Bangalore,Fashion,Cover Grocery,3660.35,6,0.02,1196.3
250,ORD00250,25-11-2025,30-11-2025,Lindsey King,Corporate,Delhi,Fashion,Image Beauty,6467.07,6,0.19,518.75
251,ORD00251,06-09-2025,11-09-2025,Ann Little,Corporate,Hyderabad,Furniture,Friend Furniture,8303.69,9,0.36,-1222.38
252,ORD00252,05-11-2025,09-11-2025,Karen Lee,Home Office,Pune,Furniture,Lay Fashion,3072.63,10,0.32,-297.39
253,ORD00253,03-09-2025,04-09-2025,Nicole Wells,Corporate,Delhi,Electronics,Past Furniture,7410.68,5,0.23,1810.53
254,ORD00254,10-05-2025,12-05-2025,Ronald Smith,Corporate,Chennai,Grocery,Yeah Beauty,4487.09,6,0.38,-447
255,ORD00255,21-02-2025,27-02-2025,Martha Mclaughlin,Corporate,Pune,Beauty,Local Beauty,826.39,5,0.49,265.37
256,ORD00256,30-04-2025,06-05-2025,Nicole Young,Corporate,Pune,Grocery,Car Fashion,620.37,7,0.08,183.29
257,ORD00257,02-02-2025,06-02-2025,Jamie Miller,Home Office,Mumbai,Grocery,Continue Electronics,4809.72,6,0.25,-517.92
258,ORD00258,09-02-2026,11-02-2026,Angel Melendez,Home Office,Hyderabad,Electronics,Leg Furniture,3633.17,6,0.16,192
259,ORD00259,03-04-2026,07-04-2026,Eric Smith,Consumer,Hyderabad,Electronics,Structure Fashion,3618.71,9,0.22,452.8
260,ORD00260,08-01-2026,14-01-2026,Holly Perez,Corporate,Chennai,Furniture,Hour Electronics,2385.84,2,0.39,-308.08
261,ORD00261,24-03-2025,27-03-2025,Juan Chen,Consumer,Hyderabad,Grocery,Drive Grocery,6147.11,4,0.41,1222.25
262,ORD00262,22-12-2025,27-12-2025,Michael Weaver,Corporate,Chennai,Furniture,A Fashion,7710.14,5,0,294.46
263,ORD00263,08-01-2025,14-01-2025,Stephanie Parker,Home Office,Mumbai,Electronics,Travel Electronics,1419.01,10,0.27,342.63
264,ORD00264,22-06-2024,24-06-2024,David Guzman,Home Office,Chennai,Grocery,Couple Beauty,4645.58,10,0.37,-861.81
265,ORD00265,01-01-2025,03-01-2025,Kristin Zimmerman,Corporate,Pune,Grocery,Test Beauty,7831.72,8,0.26,1712.88
266,ORD00266,23-03-2026,27-03-2026,Amber Williams,Home Office,Chennai,Beauty,Most Beauty,2532.07,7,0.41,-67.95
267,ORD00267,12-09-2024,14-09-2024,Jessica Thompson,Home Office,Mumbai,Electronics,Several Furniture,294.93,8,0.12,94.88
268,ORD00268,10-04-2025,12-04-2025,Brandy Tate,Home Office,Bangalore,Fashion,Movie Beauty,2421.84,10,0.4,47.69
269,ORD00269,26-12-2024,31-12-2024,Francisco Sandoval,Corporate,Pune,Beauty,Candidate Furniture,5424.61,6,0.35,1052.89
270,ORD00270,01-03-2025,03-03-2025,Taylor Barnes,Corporate,Chennai,Grocery,Force Grocery,7075.23,8,0.16,-771.9
271,ORD00271,14-01-2025,19-01-2025,Joshua Mitchell,Consumer,Delhi,Electronics,Relationship Furniture,6889.48,1,0.27,-252.07
272,ORD00272,24-09-2024,30-09-2024,Wendy Olsen,Home Office,Hyderabad,Electronics,Wonder Electronics,9717.59,8,0.29,2069.59
273,ORD00273,30-08-2025,04-09-2025,Jennifer Arnold,Home Office,Hyderabad,Furniture,Environmental Beauty,4891.16,7,0.05,1134.16
274,ORD00274,07-01-2025,14-01-2025,Ricardo Robertson,Corporate,Bangalore,Beauty,Guess Furniture,7073.76,1,0.15,1332.02
275,ORD00275,12-05-2025,15-05-2025,Amanda Chandler,Corporate,Pune,Grocery,Unit Electronics,7577.71,1,0.3,1348.1
276,ORD00276,20-01-2025,23-01-2025,John Campbell,Corporate,Chennai,Grocery,Executive Beauty,8125.7,10,0.25,2110.62
277,ORD00277,17-10-2024,20-10-2024,Juan Ramos,Consumer,Pune,Furniture,Play Fashion,9913.54,10,0.46,2161.75
278,ORD00278,01-04-2026,03-04-2026,Laura Myers,Corporate,Chennai,Grocery,Control Grocery,1423.01,6,0.46,-111.3
279,ORD00279,05-12-2024,08-12-2024,Christopher Parker,Home Office,Pune,Fashion,Win Furniture,3178.33,4,0.02,-197.56
280,ORD00280,13-06-2024,15-06-2024,Emily Foster,Corporate,Hyderabad,Grocery,Front Fashion,6464.33,7,0.14,-379.23
281,ORD00281,25-09-2025,29-09-2025,Carrie Curtis,Home Office,Chennai,Beauty,Ask Grocery,4067.13,3,0.38,-404.56
282,ORD00282,07-10-2025,10-10-2025,Aaron Johnson,Corporate,Bangalore,Electronics,After Furniture,9672.88,1,0.06,2190.8
283,ORD00283,08-03-2026,12-03-2026,Raymond Thompson,Corporate,Chennai,Beauty,Information Beauty,5360.7,6,0.02,-677.69
284,ORD00284,09-03-2025,10-03-2025,Michelle Peterson,Home Office,Pune,Grocery,Republican Furniture,2505.32,9,0.36,-357.96
285,ORD00285,27-11-2024,28-11-2024,Joseph Taylor,Corporate,Mumbai,Electronics,Suffer Furniture,5454.95,9,0.22,452.33
286,ORD00286,19-09-2024,26-09-2024,Roger Ray,Corporate,Pune,Electronics,Science Electronics,7629.81,1,0.43,2264.05
287,ORD00287,08-08-2025,12-08-2025,Eileen Chase,Corporate,Chennai,Beauty,Lead Fashion,8127.1,8,0.43,2173.59
288,ORD00288,07-01-2025,12-01-2025,Pamela Morris,Consumer,Delhi,Electronics,Officer Beauty,8061.81,3,0.39,1118.5
289,ORD00289,07-07-2025,12-07-2025,Dennis Kelly,Corporate,Bangalore,Furniture,Certain Grocery,9307.4,9,0.48,-421.22
290,ORD00290,29-04-2025,06-05-2025,Walter Sims,Consumer,Delhi,Furniture,Wear Grocery,8014.38,3,0.48,1790.49
291,ORD00291,05-06-2024,12-06-2024,Heather Oneill,Consumer,Hyderabad,Furniture,Plant Beauty,3825.83,7,0.4,828.66
292,ORD00292,02-01-2025,04-01-2025,Megan Reed,Home Office,Mumbai,Electronics,American Furniture,2227.71,6,0.11,-341.14
293,ORD00293,19-07-2024,23-07-2024,Joseph Flynn,Home Office,Hyderabad,Grocery,Foreign Electronics,511.87,2,0.01,9.31
294,ORD00294,21-03-2026,28-03-2026,Eric Stevenson,Corporate,Chennai,Beauty,Former Beauty,5407.11,7,0.11,330.98
295,ORD00295,15-09-2025,18-09-2025,Jeremy Brown,Consumer,Delhi,Beauty,Although Furniture,8105.25,10,0.18,-404.01
296,ORD00296,03-10-2024,07-10-2024,Sarah Barrera,Corporate,Hyderabad,Beauty,Trouble Fashion,4997.56,9,0.41,460.67
297,ORD00297,06-09-2025,10-09-2025,Michelle Jones,Home Office,Bangalore,Grocery,Season Fashion,8528.9,6,0.43,2701.1
298,ORD00298,21-02-2025,25-02-2025,Matthew Thornton,Corporate,Chennai,Grocery,All Furniture,2324.4,8,0.4,-107.98
299,ORD00299,09-09-2025,10-09-2025,Clayton Black,Home Office,Hyderabad,Beauty,Study Electronics,5001.45,5,0.29,1005.29
300,ORD00300,11-03-2025,16-03-2025,Jose Casey,Home Office,Delhi,Fashion,Laugh Grocery,5312.76,10,0.3,-91.05
301,ORD00301,27-08-2024,02-09-2024,Nicole Bishop,Consumer,Delhi,Beauty,By Electronics,1316.49,10,0.17,-87.14
302,ORD00302,07-03-2026,09-03-2026,Samuel Cherry,Corporate,Chennai,Grocery,Real Fashion,2688.52,8,0.01,463.96
303,ORD00303,12-09-2025,16-09-2025,Sharon Stephenson,Corporate,Pune,Beauty,Reach Beauty,7026.68,7,0.06,423.88
304,ORD00304,08-10-2024,14-10-2024,Ronald Graham,Corporate,Hyderabad,Grocery,Each Furniture,1818.35,3,0.42,271.88
305,ORD00305,07-11-2025,13-11-2025,Martha Hill,Consumer,Chennai,Furniture,Strong Fashion,6656.83,5,0,231.07
306,ORD00306,28-07-2024,31-07-2024,Jacob Hall,Home Office,Delhi,Fashion,Crime Furniture,4968.84,7,0.07,-708.05
307,ORD00307,24-06-2025,26-06-2025,Tanya Williams,Corporate,Pune,Electronics,Once Beauty,3633.74,1,0.01,-45.59
308,ORD00308,30-12-2024,02-01-2025,Christopher Fischer,Home Office,Pune,Grocery,Authority Grocery,1584.18,1,0.23,-297.54
309,ORD00309,09-07-2024,12-07-2024,Cathy Murray,Corporate,Mumbai,Grocery,Task Electronics,6248.62,6,0.13,-535.81
310,ORD00310,02-04-2025,03-04-2025,Michael Klein,Home Office,Hyderabad,Grocery,Rock Furniture,669.79,9,0.13,70.1
311,ORD00311,05-02-2025,10-02-2025,Ryan Smith,Home Office,Bangalore,Fashion,Laugh Beauty,4401.35,2,0.15,1144.97
312,ORD00312,12-08-2024,13-08-2024,Jeanette Jenkins,Consumer,Chennai,Electronics,Great Fashion,5464.61,3,0.16,901.41
313,ORD00313,07-06-2025,09-06-2025,Hunter Gardner,Home Office,Mumbai,Electronics,Team Furniture,6881.24,5,0.46,2332.11
314,ORD00314,23-08-2024,24-08-2024,Crystal Wu MD,Home Office,Bangalore,Electronics,Almost Electronics,8846.39,5,0.11,564.85
315,ORD00315,08-08-2024,12-08-2024,Bradley Garcia,Consumer,Hyderabad,Beauty,Money Electronics,3757.35,7,0.26,225.82
316,ORD00316,19-06-2024,20-06-2024,Robert Willis,Home Office,Mumbai,Electronics,Push Fashion,1973.26,10,0.15,642.66
317,ORD00317,26-07-2025,30-07-2025,Faith Turner,Home Office,Pune,Beauty,Particularly Grocery,8062.79,9,0.17,-224.58
318,ORD00318,02-02-2025,05-02-2025,Julie Willis,Corporate,Pune,Grocery,Task Beauty,6119.47,9,0.47,1880.43
319,ORD00319,15-08-2025,22-08-2025,Zoe Contreras,Home Office,Hyderabad,Fashion,Street Beauty,5325.06,6,0.03,-469.82
320,ORD00320,08-03-2026,10-03-2026,Maria Duncan,Consumer,Chennai,Beauty,This Grocery,6112.87,6,0.48,168.5
321,ORD00321,29-11-2024,30-11-2024,Kevin Fuller,Consumer,Hyderabad,Furniture,Popular Electronics,9076.27,6,0.27,-1483.35
322,ORD00322,14-02-2025,20-02-2025,Amanda Rodriguez,Home Office,Bangalore,Grocery,Claim Electronics,7995.59,5,0.05,-716.42
323,ORD00323,08-11-2024,15-11-2024,Cynthia Houston,Corporate,Mumbai,Grocery,Meeting Beauty,4527.29,10,0.12,1556.16
324,ORD00324,28-03-2025,01-04-2025,Michael White,Corporate,Pune,Electronics,Stay Fashion,6161.82,4,0.46,-260.64
325,ORD00325,21-08-2025,24-08-2025,Rebecca Morales,Corporate,Delhi,Furniture,Sell Grocery,7045.06,10,0.37,2150.52
326,ORD00326,10-06-2025,14-06-2025,Patricia Kennedy,Home Office,Delhi,Beauty,Agency Grocery,7747.54,6,0.37,-1112.9
327,ORD00327,02-01-2026,08-01-2026,Lucas Anderson,Home Office,Mumbai,Furniture,Standard Beauty,3620.21,7,0.02,550.95
328,ORD00328,17-04-2026,18-04-2026,Brian Perez,Corporate,Mumbai,Furniture,At Fashion,8400.78,4,0.35,-307.37
329,ORD00329,19-12-2025,20-12-2025,Angela Guerra,Home Office,Mumbai,Furniture,Else Electronics,8750.6,9,0.2,252.01
330,ORD00330,12-10-2024,19-10-2024,Sonia Medina,Home Office,Hyderabad,Grocery,Happen Fashion,3409.26,10,0.5,-12.96
331,ORD00331,10-09-2024,17-09-2024,Nicole Garcia,Corporate,Mumbai,Fashion,Dream Beauty,7238.57,5,0.07,1849.05
332,ORD00332,02-10-2024,07-10-2024,Edward Cabrera,Home Office,Pune,Beauty,Manager Electronics,7142.57,9,0.01,2406.85
333,ORD00333,13-08-2024,15-08-2024,Daniel Randall,Consumer,Mumbai,Fashion,Follow Beauty,5810.78,10,0.17,1481.99
334,ORD00334,23-08-2024,30-08-2024,Holly House,Consumer,Delhi,Furniture,System Electronics,9556.28,6,0.25,-100.16
335,ORD00335,24-09-2024,01-10-2024,Kevin Spencer,Home Office,Delhi,Beauty,I Beauty,9309.98,10,0.18,1158.37
336,ORD00336,06-09-2025,12-09-2025,Dwayne Arellano,Corporate,Hyderabad,Fashion,Situation Grocery,9564.45,9,0.3,433.59
337,ORD00337,14-08-2024,20-08-2024,Curtis Myers,Corporate,Hyderabad,Beauty,Friend Fashion,5563.96,4,0.09,1600.82
338,ORD00338,06-02-2025,10-02-2025,Terry Martinez,Corporate,Hyderabad,Beauty,Continue Electronics,3615.06,10,0.41,1256.19
339,ORD00339,01-05-2026,08-05-2026,Christina Norman,Home Office,Mumbai,Beauty,Such Fashion,3387.74,5,0.18,-312.97
340,ORD00340,14-04-2026,15-04-2026,Dawn Phillips,Consumer,Chennai,Grocery,Take Grocery,3643.74,4,0.48,828.84
341,ORD00341,20-05-2025,27-05-2025,Stephen Herrera,Consumer,Bangalore,Fashion,Local Electronics,5345.68,7,0.46,-399.64
342,ORD00342,10-03-2025,14-03-2025,Mike Washington,Home Office,Mumbai,Furniture,Open Furniture,1571.36,5,0.3,345.75
343,ORD00343,02-10-2025,08-10-2025,Kimberly Hill,Home Office,Delhi,Furniture,Fly Grocery,558.47,9,0.16,94.19
344,ORD00344,24-08-2024,26-08-2024,Thomas Hill,Corporate,Pune,Furniture,Guy Grocery,4319.05,10,0.11,962.73
345,ORD00345,28-03-2026,01-04-2026,Kevin Warner,Corporate,Bangalore,Beauty,Green Furniture,7402.45,5,0.15,-177.67
346,ORD00346,22-10-2025,24-10-2025,Carmen Ho,Corporate,Mumbai,Beauty,Around Fashion,3752.67,2,0.03,-262.37
347,ORD00347,20-12-2024,24-12-2024,Steve Rodriguez DDS,Home Office,Chennai,Furniture,Should Furniture,8035.72,8,0.37,2087.56
348,ORD00348,08-08-2024,14-08-2024,Corey Johnson,Corporate,Pune,Fashion,Expert Electronics,5105.01,8,0.38,-750.54
349,ORD00349,18-09-2024,20-09-2024,Dennis Williams,Corporate,Hyderabad,Beauty,Interview Grocery,2742.54,2,0.36,-113.22
350,ORD00350,27-02-2025,03-03-2025,Mary Casey,Home Office,Pune,Electronics,Rise Electronics,6734.86,9,0.19,1824.07
351,ORD00351,09-03-2025,14-03-2025,Michael Orr,Consumer,Delhi,Grocery,Industry Furniture,3649.86,4,0.13,-452.29
352,ORD00352,01-07-2024,07-07-2024,Nicholas Hampton,Consumer,Chennai,Furniture,Loss Fashion,2435.49,6,0.14,-474.7
353,ORD00353,29-11-2025,04-12-2025,Stephanie Long,Home Office,Pune,Grocery,Reality Fashion,4974.54,3,0.44,285.63
354,ORD00354,16-01-2025,17-01-2025,Joann Rodriguez,Consumer,Chennai,Grocery,Per Fashion,1623.05,2,0.17,-35.47
355,ORD00355,02-01-2025,08-01-2025,Daniel Ross,Corporate,Chennai,Grocery,Real Grocery,4857.02,3,0.02,207.91
356,ORD00356,20-09-2024,26-09-2024,Taylor Shannon,Consumer,Hyderabad,Electronics,Allow Fashion,8380.13,2,0.34,-892.19
357,ORD00357,14-12-2024,20-12-2024,Marvin Boyd,Consumer,Bangalore,Fashion,People Furniture,425.84,3,0.47,40.32
358,ORD00358,31-10-2025,03-11-2025,Elizabeth Morris,Corporate,Mumbai,Beauty,Image Furniture,8509.34,9,0.25,889.39
359,ORD00359,28-02-2025,05-03-2025,Gregory Carlson,Home Office,Hyderabad,Electronics,Together Beauty,9500.39,4,0.14,1937.43
360,ORD00360,13-07-2025,19-07-2025,Mark Hanson,Home Office,Pune,Furniture,Sound Grocery,2069,6,0.45,-197.7
361,ORD00361,19-11-2025,20-11-2025,Tracey Norman,Consumer,Delhi,Fashion,Especially Fashion,1060.62,6,0.07,-107.66
362,ORD00362,08-11-2025,11-11-2025,Tracey Cox,Consumer,Pune,Fashion,Respond Electronics,7523.67,6,0.08,-435.6
363,ORD00363,27-01-2026,28-01-2026,Jesse Simon,Corporate,Chennai,Furniture,Soldier Electronics,4418.75,6,0.42,-858.61
364,ORD00364,25-08-2025,30-08-2025,Gregory Austin,Corporate,Mumbai,Beauty,Various Fashion,6099.06,2,0.18,-1196.29
365,ORD00365,24-10-2024,30-10-2024,Melissa Green,Consumer,Chennai,Fashion,Pressure Beauty,6240.52,8,0.32,323.25
366,ORD00366,11-11-2025,15-11-2025,Erin Sosa,Consumer,Bangalore,Furniture,Name Electronics,5398.24,5,0.46,60.45
367,ORD00367,06-08-2025,11-08-2025,Julie Wood,Home Office,Chennai,Grocery,Bad Electronics,1100.44,7,0.3,-82.27
368,ORD00368,24-09-2024,01-10-2024,Michael Caldwell,Corporate,Hyderabad,Fashion,Stuff Furniture,8288.36,1,0.37,1857.52
369,ORD00369,26-02-2026,04-03-2026,Timothy Wagner,Consumer,Pune,Fashion,Less Fashion,8204.88,1,0.12,-1061.36
370,ORD00370,23-03-2025,30-03-2025,Don Kaiser,Corporate,Bangalore,Grocery,Vote Beauty,1674.35,8,0.11,255.33
371,ORD00371,12-09-2024,16-09-2024,Ethan Taylor,Home Office,Pune,Fashion,Music Electronics,2855.95,5,0.16,257.69
372,ORD00372,03-08-2024,10-08-2024,Janet Wong,Corporate,Chennai,Electronics,Letter Fashion,1827.55,5,0.09,-123.84
373,ORD00373,16-05-2024,22-05-2024,John Carrillo,Corporate,Hyderabad,Grocery,Easy Fashion,4030.79,8,0.12,1223.79
374,ORD00374,08-12-2024,15-12-2024,Amanda Mason,Corporate,Pune,Grocery,Between Grocery,2081.51,9,0.01,-343.19
375,ORD00375,29-08-2025,04-09-2025,Ruth Perry,Consumer,Delhi,Beauty,Sort Beauty,5686.28,6,0.2,552.65
376,ORD00376,03-07-2024,07-07-2024,Kristen Ramirez,Consumer,Delhi,Furniture,Under Fashion,2370.07,6,0.05,-335.65
377,ORD00377,10-02-2025,15-02-2025,Brandon Sanchez,Home Office,Pune,Electronics,Particularly Fashion,4047.08,5,0.15,-407.39
378,ORD00378,26-01-2026,27-01-2026,David Campbell,Consumer,Pune,Furniture,Attack Fashion,152.55,4,0.35,32.04
379,ORD00379,27-08-2025,31-08-2025,Kathryn Knight,Consumer,Bangalore,Grocery,Son Fashion,9634.63,4,0.19,-1219.42
380,ORD00380,16-10-2025,19-10-2025,Robert Taylor,Consumer,Chennai,Furniture,Into Electronics,4226.38,4,0.16,1314.1
381,ORD00381,20-09-2024,24-09-2024,Justin Miller,Home Office,Delhi,Furniture,Ten Furniture,6231.62,7,0.18,-528.98
382,ORD00382,24-11-2024,28-11-2024,Kathleen Clarke,Consumer,Chennai,Beauty,Need Grocery,9915.67,7,0.23,1053.99
383,ORD00383,14-04-2026,15-04-2026,Andrew Williams,Consumer,Pune,Grocery,Take Electronics,5907.49,9,0.19,-560.55
384,ORD00384,31-07-2025,02-08-2025,Kimberly Nixon,Corporate,Bangalore,Electronics,I Beauty,9701.95,9,0.38,-969.48
385,ORD00385,10-02-2025,13-02-2025,Christopher Clark,Home Office,Hyderabad,Fashion,General Grocery,1325.6,7,0.14,265.59
386,ORD00386,05-09-2025,10-09-2025,Angelica Smith,Corporate,Hyderabad,Electronics,Somebody Furniture,327.17,2,0.41,-62.51
387,ORD00387,27-05-2024,29-05-2024,Timothy Gregory Jr.,Home Office,Hyderabad,Furniture,Executive Fashion,1889.19,3,0.05,548.57
388,ORD00388,22-04-2026,24-04-2026,Michael Morales,Consumer,Bangalore,Electronics,Task Fashion,3074.09,7,0.05,531.36
389,ORD00389,08-12-2025,14-12-2025,Seth Chavez,Home Office,Mumbai,Furniture,Threat Grocery,8036.9,5,0.48,359.74
390,ORD00390,25-02-2026,01-03-2026,Angela Brooks,Corporate,Hyderabad,Grocery,Teach Grocery,1236.14,4,0.03,-44.25
391,ORD00391,08-11-2024,11-11-2024,Matthew Miller,Home Office,Mumbai,Beauty,Bit Electronics,5116.11,1,0.39,-627.4
392,ORD00392,21-02-2025,24-02-2025,Jason Gibson,Home Office,Bangalore,Fashion,Design Beauty,2473.33,2,0.1,-264.99
393,ORD00393,13-10-2025,20-10-2025,Carl Gentry,Home Office,Pune,Grocery,Cover Fashion,5696.07,6,0.16,1479.1
394,ORD00394,01-11-2025,08-11-2025,Amanda Romero,Home Office,Chennai,Electronics,Cultural Furniture,9199.04,9,0.46,-1455.54
395,ORD00395,30-01-2025,03-02-2025,Joshua Ford,Corporate,Pune,Fashion,Pay Fashion,1135.85,10,0.18,111.65
396,ORD00396,16-04-2025,22-04-2025,Jose Fowler,Consumer,Chennai,Grocery,Fire Grocery,794.72,9,0.22,-51.57
397,ORD00397,15-01-2025,20-01-2025,Jennifer Miller,Corporate,Delhi,Furniture,Once Electronics,4308.74,7,0.43,652.81
398,ORD00398,11-07-2025,14-07-2025,Sabrina Morgan,Consumer,Mumbai,Grocery,Customer Fashion,7410.47,7,0.41,245.2
399,ORD00399,11-12-2025,14-12-2025,Deanna Cherry,Corporate,Mumbai,Fashion,Front Beauty,3069.86,1,0.11,-375.29
400,ORD00400,11-02-2025,15-02-2025,James Hester,Consumer,Bangalore,Grocery,Light Electronics,709.71,3,0.31,-79.71
401,ORD00401,24-08-2024,25-08-2024,Laura Cardenas,Corporate,Pune,Grocery,Summer Furniture,6512.61,6,0.09,2142.22
402,ORD00402,10-08-2025,12-08-2025,Robert Garcia,Consumer,Pune,Furniture,Alone Beauty,6438.59,5,0.27,1246.91
403,ORD00403,21-02-2026,28-02-2026,Phillip Weaver,Consumer,Hyderabad,Electronics,Cold Furniture,9101.13,10,0.04,1927.34
